query,target,query_first_line,target_first_line,ANI
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0776745b.k=31.scaled=100.DNA.dup=0.GCA_015196225.1_PDT000687493.3_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAWZBP010000001.1 Salmonella enterica subsp. enterica serovar Kentucky strain 19NC12CB31_S SAMN14125688-rid10689073.denovo.01, whole genome shotgun sequence",0.9869371047048606
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0802310f.k=31.scaled=100.DNA.dup=0.GCA_009477605.1_PDT000237199.2_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAMSZK010000001.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS21720066 SAMN07568697-rid5648133.denovo.01, whole genome shotgun sequence",0.9867421772181852
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/082c6fa1.k=31.scaled=100.DNA.dup=0.GCA_000389035.1_45.E.09_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","CASA01000001.1 Salmonella enterica subsp. enterica serovar Agona 45.E.09 WGS project CASA01000000 data, contig SF_R0037-09_S1, whole genome shotgun sequence",0.9865693743392681
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/08c49a75.k=31.scaled=100.DNA.dup=0.GCA_040553655.1_PDT002243842.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABTJFT010000001.1 Salmonella enterica strain PNUSAS450219 SAMN42370113-rid22267323.denovo.01, whole genome shotgun sequence",0.9863935178684481
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/08cef91e.k=31.scaled=100.DNA.dup=0.GCA_011812645.1_PDT000684936.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","DAAYSM010000001.1 TPA_asm: Salmonella enterica strain MA.JM_04/259 SAMEA6515257-rid9051233.denovo.01, whole genome shotgun sequence",0.9864486955472145
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/091f6273.k=31.scaled=100.DNA.dup=0.GCA_039814045.1_PDT002175362.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABSLHS010000001.1 Salmonella enterica strain PNUSAS439750 isolate 23-007447-BAC-01 SAMN41526244-rid21714213.denovo.01, whole genome shotgun sequence",0.9869371047048606
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/09524083.k=31.scaled=100.DNA.dup=0.GCA_025061155.1_PDT001384228.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABIBWV010000001.1 Salmonella enterica subsp. enterica serovar Kentucky strain FSIS12213726 SAMN30248032-rid15044893.denovo.001, whole genome shotgun sequence",0.986902628929716
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/09b6fbf8.k=31.scaled=100.DNA.dup=0.GCA_008402795.1_PDT000586075.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAKIOQ010000001.1 Salmonella enterica strain PNUSAS098592 SAMN12747564-rid8227573.denovo.001, whole genome shotgun sequence",0.9862231233910959
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/09e17491.k=31.scaled=100.DNA.dup=0.GCA_023503545.1_PDT001311141.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABGHDG010000001.1 Salmonella enterica subsp. enterica serovar Anatum strain FSIS12211566 SAMN28534909-rid14457063.denovo.01, whole genome shotgun sequence",0.9865735845212362
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0ab56b43.k=31.scaled=100.DNA.dup=0.GCA_023758625.1_PDT001324599.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABGOET010000001.1 Salmonella enterica strain PNUSAS275442 SAMN28903558-rid14573423.denovo.01, whole genome shotgun sequence",0.9864348976572234
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0ad0848e.k=31.scaled=100.DNA.dup=0.GCA_010851525.1_PDT000662199.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAOTBW010000001.1 Salmonella enterica strain PNUSAS128704 SAMN13854791-rid8892493.denovo.001, whole genome shotgun sequence",0.9859873732911655
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0b5ba834.k=31.scaled=100.DNA.dup=0.GCA_021225275.1_PDT001205309.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABEIKT010000001.1 Salmonella enterica subsp. enterica serovar Kentucky strain FSIS32106269 SAMN24167157-rid13593253.denovo.001, whole genome shotgun sequence",0.9869339937916968
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0b70319a.k=31.scaled=100.DNA.dup=0.GCA_040806435.1_PDT002261938.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","ABTOSS010000001.1 Salmonella enterica strain PNUSAS453495 SAMN42730114-rid22379473.denovo.01, whole genome shotgun sequence",0.9911101176286108
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0c13b4f2.k=31.scaled=100.DNA.dup=0.GCA_011624225.1_PDT000307722.2_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAQMOK010000001.1 Salmonella enterica strain PNUSAS034337 SAMN08964091-rid5980993.denovo.01, whole genome shotgun sequence",0.9867211804406264
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0c198ea4.k=31.scaled=100.DNA.dup=0.GCA_007371525.1_PDT000415367.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAHTUD010000001.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 601606 SAMN10536596-rid6876223.denovo.01, whole genome shotgun sequence",0.986326548387018
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0c376197.k=31.scaled=100.DNA.dup=0.GCA_041730825.1_ASM4173082v1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","JAVDYN010000001.1 Salmonella enterica subsp. enterica serovar Infantis strain 146 R146_S26_L001_00001, whole genome shotgun sequence",0.9866980010033661
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0c5cb32f.k=31.scaled=100.DNA.dup=0.GCA_007252775.1_PDT000340237.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAHLFN010000001.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 171305 SAMN09531029-rid4896473.denovo.01, whole genome shotgun sequence",0.9863116260584185
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0c795b92.k=31.scaled=100.DNA.dup=0.GCA_007314375.1_PDT000380076.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAHPPP010000001.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 480760 SAMN10080339-rid6613163.denovo.001, whole genome shotgun sequence",0.9864519012701607
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0cae8e68.k=31.scaled=100.DNA.dup=0.GCA_010945915.1_PDT000314523.2_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAPBXZ010000001.1 Salmonella enterica subsp. enterica serovar Typhi strain 421192 SAMN09209720-rid6013903.denovo.01, whole genome shotgun sequence",0.9842539818390035
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0cba95ff.k=31.scaled=100.DNA.dup=0.GCA_007219835.1_PDT000334077.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAHIUT010000001.1 Salmonella enterica subsp. enterica serovar Agona strain 272429 SAMN09468970-rid4831533.denovo.001, whole genome shotgun sequence",0.9864868525066719
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0d15bdd6.k=31.scaled=100.DNA.dup=0.GCA_008188105.1_PDT000573891.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAJVIC010000001.1 Salmonella enterica strain PNUSAS092684 SAMN12629519-rid8111983.denovo.01, whole genome shotgun sequence",0.9865249652405155
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0d3c131d.k=31.scaled=100.DNA.dup=0.GCA_011614085.1_PDT000314460.2_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAQMBM010000001.1 Salmonella enterica subsp. enterica serovar Kentucky strain FSIS31800420 SAMN09211317-rid6013473.denovo.001, whole genome shotgun sequence",0.986930834717301
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0d4c62b8.k=31.scaled=100.DNA.dup=0.GCA_011138455.1_PDT000290334.2_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAPJII010000001.1 Salmonella enterica subsp. enterica serovar Muenchen strain FSIS11807875 SAMN08623497-rid5891063.denovo.01, whole genome shotgun sequence",0.9865048476094661
/scratch/dmk333_new/temp/Salmonella/Salmonella/target_genomes/ABLENI010000000.fasta.sig,/scratch/dmk333_new/temp/Salmonella/Salmonella/sketches/0db6e2e6.k=31.scaled=100.DNA.dup=0.GCA_011205795.1_PDT000671706.1_genomic.fna.sig,"ABLENI010000000.1 gi|0|gb|ABLENI010000001.1| SAMN33902348-rid17487763.denovo.01, whole genome shotgun sequence length=1047597","AAPOCZ010000001.1 Salmonella enterica strain PNUSAS131476 SAMN13932545-rid8942713.denovo.01, whole genome shotgun sequence",0.9864084030842397
